.	28	1	48779	182512	289911	526192	1366669	4365625	12133818
.	29	3	7	16	23	28	34	38	41
.	29	1	52359	182455	293188	530491	1377030	4398090	12128719
.	30	3	7	16	23	28	34	38	41
.	30	1	55676	181996	297073	538680	1398591	4438837	12123635
.	31	3	7	16	23	28	34	38	41
.	31	1	58457	180885	298474	542346	1412414	4494135	12118594
.	32	3	7	16	23	28	34	38	41
.	32	1	62712	182294	304549	552025	1434443	4541710	12113292
.	33	3	7	16	23	28	34	38	41
.	33	1	63725	181039	306332	559397	1462303	4606077	12107892
.	34	3	7	16	23	28	34	38	41
.	34	1	68355	183438	312869	569320	1480431	4648513	12102541
.	35	3	7	16	23	28	34	38	41
.	35	1	69048	182610	316319	576652	1502609	4725142	12097055
.	36	3	7	16	23	28	34	38	41
.	36	1	69889	182318	321106	583172	1525232	4782922	12091872
.	37	3	7	16	23	28	34	38	41
.	37	1	69269	182651	325293	591962	1552107	4874336	12086644
.	38	3	7	16	23	28	34	38	41
.	38	1	72983	190156	341565	619001	1601986	5083426	12081315
.	39	3	7	16	23	28	34	38	41
.	39	1	68778	183574	338773	617166	1610051	5152099	12075938
.	40	3	7	16	23	28	34	38	41
.	40	1	70739	186917	346306	634171	1662621	5309417	12070772
.	41	3	7	16	23	28	34	38	41
.	41	1	71968	192353	361338	659354	1725575	5495998	12065514
.	42	3	7	16	23	28	34	38	41
.	42	1	72175	196622	372990	676654	1770766	5610814	12060276
.	43	3	7	16	23	28	34	38	41
.	43	1	68145	189186	369061	676654	1784141	5687488	12055322
.	44	3	7	16	23	28	34	38	41
.	44	1	69186	184960	372129	689380	1827450	5801447	12050463
.	45	3	7	16	23	28	34	38	41
.	45	1	68351	182724	374790	696765	1852800	5928868	12045515
.	46	3	7	16	23	28	34	38	41
.	46	1	69509	185919	384386	720804	1915255	6133134	12040614
.	47	3	7	16	23	28	34	38	41
.	47	1	67913	183986	390402	729891	1953814	6263183	12035582
.	48	3	7	16	23	28	34	38	41
.	48	1	70119	188899	396870	754763	2037558	6408183	12030642
.	49	3	7	16	23	28	34	38	41
.	49	1	68040	187489	399073	761154	2067327	6518926	12025483
.	50	3	7	16	23	28	34	38	41
.	50	1	69371	191321	413365	784199	2139277	6677241	12020475
.	51	3	7	16	23	28	34	38	41
.	51	1	68567	188472	413359	794845	2177506	6837365	12015506
.	52	3	7	16	23	28	34	38	41
.	52	1	68658	193224	427797	822981	2266508	7063038	12010582
.	53	3	7	16	23	28	34	38	41
.	53	1	71884	198343	441048	848472	2343405	7272775	12005694
.	54	3	7	16	23	28	34	38	41
.	54	1	72416	200962	425548	875001	2410613	7490768	12000728
.	55	3	7	16	23	28	34	38	41
.	55	1	73805	205658	436658	905817	2513551	7666339	11995795
.	56	3	7	16	23	28	34	38	41
.	56	1	73487	207256	440587	920627	2586384	7895881	11991074
.	57	3	7	16	23	28	34	38	41
.	57	1	72132	204665	437399	925691	2618291	8086602	11986216
.	58	3	7	16	23	28	34	38	41
.	58	1	73029	207378	422588	945499	2684652	8263841	11981576
.	59	3	7	16	23	28	34	38	41
.	59	1	74600	210883	431784	973406	2785970	8459405	11976820
.	60	3	7	16	23	28	34	38	41
.	60	1	74046	212120	438690	989921	2836093	8681124	11972086
.	61	3	7	16	23	28	34	38	41
.	61	1	78673	220502	452686	1017307	2913338	8871143	11967571
.	62	3	7	16	23	28	34	38	41
.	62	1	77576	223294	460926	1039999	3008619	9052667	11963129
.	63	3	7	16	23	28	34	38	41
.	63	1	76534	225839	470197	1068308	3114089	9266272	11958689
.	64	3	7	16	23	28	34	38	41
.	64	1	76201	225007	474220	1084244	3194120	9424788	11954451
.	65	3	7	16	23	28	34	38	41
.	65	1	76119	227869	477913	1093439	3263393	9598940	11950123
.	66	3	7	16	23	28	34	38	41
.	66	1	75733	227580	477750	1109113	3359953	9802562	11945835
.	67	3	7	16	23	28	34	38	41
.	67	1	76682	229548	478263	1116106	3422183	10015659	11941377
.	68	3	7	16	23	28	34	38	41
.	68	1	77836	234340	489558	1141927	3519839	10207021	11936559
.	69	3	7	16	23	28	34	38	41
.	69	1	79137	239676	496717	1159338	3613930	10385540	11931602
.	70	3	7	16	23	28	34	38	41
.	70	1	79124	241043	501842	1175021	3695210	10551706	11926351
.	71	3	7	16	23	28	34	38	41
.	71	1	78765	242571	506118	1186184	3759362	10682195	11919942
.	72	3	7	16	23	28	34	38	41
.	72	1	82750	254712	534502	1244839	3940708	10805769	11908230
.	73	3	7	16	23	28	34	38	41
.	73	1	86810	262402	543618	1259436	4002711	10909134	11893739
.	74	3	7	16	23	28	34	38	41
.	74	1	88860	271533	562460	1298213	4109055	11008547	11889259
.	75	3	7	16	23	28	34	38	41
.	75	1	91732	282975	597929	1356929	4241890	11111540	11885518
.	76	3	7	16	23	28	34	38	41
.	76	1	88219	276468	578513	1342350	4339764	11231261	11882064
.	77	3	7	16	23	28	34	38	41
.	77	1	88804	279253	577010	1344944	4395197	11459721	11878782
.	78	3	7	16	23	28	34	38	41
.	78	1	76204	248809	522976	1233637	4139452	11561718	11875604
.	79	3	7	16	23	28	34	38	41
.	79	1	74364	248623	519363	1217899	4074479	11695135	11872582
.	80	3	7	16	23	28	34	38	41
.	80	1	75991	254088	528669	1232810	4112583	11741305	11869483
.	81	3	7	16	23	28	34	38	41
.	81	1	77419	258714	535708	1232937	4120753	11773975	11866465
.	82	3	7	16	23	28	34	38	41
.	82	1	78897	266377	547091	1251937	4157325	11797872	11863472
.	83	3	7	16	23	28	34	38	41
.	83	1	78412	269241	551836	1272666	4242018	11815315	11860491
.	84	3	7	16	23	28	34	38	41
.	84	1	81314	275749	561722	1285172	4293029	11827178	11857649
.	85	3	7	16	23	28	34	38	41
.	85	1	67526	241421	502606	1182480	4125274	11834460	11854757
.	86	3	7	16	23	28	34	38	41
.	86	1	66813	238696	490805	1149007	4007350	11838539	11852135
.	87	3	7	16	23	28	34	38	41
.	87	1	63400	233788	479599	1130098	3956220	11840516	11849355
.	88	3	7	16	23	28	34	38	41
.	88	1	65282	238467	484576	1130133	3948218	11840826	11846462
.	89	3	7	16	23	28	34	38	41
.	89	1	65095	241412	492647	1150819	3997956	11839875	11843458
.	90	3	7	16	23	28	34	38	41
.	90	1	65306	241572	487765	1154106	4035942	11838294	11840498
.	91	3	7	16	23	28	34	38	41
.	91	1	66270	247116	496937	1166124	4054264	11836164	11837540
.	92	3	7	16	23	28	34	38	41
.	92	1	66229	248751	495224	1164745	4069131	11833695	11834537
.	93	3	7	16	23	28	34	38	41
.	93	1	66419	251999	499203	1165012	4096116	11831145	11831626
.	94	3	7	16	23	28	34	38	41
.	94	1	68123	257952	505799	1181936	4117618	11828378	11828689
.	95	3	7	16	23	28	34	38	41
.	95	1	66734	258337	502803	1173696	4107321	11825335	11825538
.	96	3	7	16	23	28	34	38	41
.	96	1	66162	258552	504417	1174627	4112835	11822474	11822606
.	97	3	7	16	23	28	34	38	41
.	97	1	65751	258678	509522	1179597	4156297	11819512	11819592
.	98	3	7	16	23	28	34	38	41
.	98	1	69003	268739	520698	1196715	4195290	11816491	11816531
.	99	3	7	16	23	28	34	38	41
.	99	1	64500	260537	506856	1176350	4150566	11813400	11813420
.	100	3	7	16	23	28	34	38	41
.	100	1	67090	267418	516077	1185849	4174509	11810131	11810139
.	101	3	7	16	23	28	34	38
.	101	1	76932	375313	791450	1996083	7648857	11806563
.	102	3	7	16	23	28	34	38
.	102	1	71904	313265	633793	1515500	6042503	11804623
.	103	3	7	16	23	28	34	38
.	103	1	72424	294860	577666	1330972	4847203	11802484
.	104	3	7	16	23	28	34	38
.	104	1	69884	282424	549058	1244631	4403868	11800030
.	105	3	7	16	23	28	34	38
.	105	1	68204	279232	534841	1205816	4261359	11797329
.	106	3	7	16	23	28	34	38
.	106	1	63697	270501	519283	1180821	4187595	11794434
.	107	3	7	16	23	28	34	38
.	107	1	62105	265026	509429	1167489	4102172	11791423
.	108	3	7	16	23	28	34	38
.	108	1	62730	266357	512554	1172578	4104165	11788328
.	109	3	7	16	23	28	34	38
.	109	1	62549	268060	512756	1177716	4132174	11785140
.	110	3	7	16	23	28	34	38
.	110	1	59937	261417	501777	1157603	4103261	11781808
.	111	3	7	16	23	28	34	38
.	111	1	60647	264489	511303	1168768	4131141	11778463
.	112	3	7	16	23	28	34	38
.	112	1	61976	267408	516988	1179828	4156501	11775047
.	113	3	7	16	23	28	34	38
.	113	1	62674	271527	518907	1185675	4190424	11771566
.	114	3	7	16	23	28	34	38
.	114	1	66051	283896	531908	1200112	4174813	11767896
.	115	3	7	16	23	28	34	38
.	115	1	63371	283496	528190	1193311	4188612	11764302
.	116	3	7	16	23	28	34	38
.	116	1	61322	277983	521179	1185925	4169058	11760468
.	117	3	7	16	23	28	34	38
.	117	1	60055	275747	520070	1186491	4169308	11756667
.	118	3	7	16	23	28	34	38
.	118	1	62309	283649	541413	1219483	4219263	11752554
.	119	3	7	16	23	28	34	38
.	119	1	63447	282797	538559	1213957	4252957	11748357
.	120	3	7	16	23	28	34	38
.	120	1	62670	281460	543302	1224138	4240642	11744273
.	121	3	7	16	23	28	34	38
.	121	1	59628	270637	528740	1201770	4226538	11740002
.	122	3	7	16	23	28	34	38
.	122	1	59128	267497	522880	1189172	4222484	11735459
.	123	3	7	16	23	28	34	38
.	123	1	56789	262802	506505	1166898	4209685	11730841
.	124	3	7	16	23	28	34	38
.	124	1	59260	273194	515356	1195941	4271086	11725968
.	125	3	7	16	23	28	34	38
.	125	1	55575	262402	507643	1173571	4257239	11720780
.	126	3	7	16	23	28	34	38
.	126	1	57046	264212	509630	1181844	4247357	11715520
.	127	3	7	16	23	28	34	38
.	127	1	55633	262033	511100	1176211	4251621	11710017
.	128	3	7	16	23	28	34	38
.	128	1	53210	252689	499612	1161121	4232583	11704202
.	129	3	7	16	23	28	34	38
.	129	1	53631	253548	499930	1164500	4230180	11698104
.	130	3	7	16	23	28	34	38
.	130	1	53155	256641	503313	1168713	4285467	11691310
.	131	3	7	16	23	28	34	38
.	131	1	51724	251886	492036	1161213	4250135	11684262
.	132	3	7	16	23	28	34	38
.	132	1	51406	251252	487617	1156077	4251818	11677022
.	133	3	7	16	23	28	34	38
.	133	1	50128	246112	480420	1142701	4242858	11669101
.	134	3	7	16	23	28	34	38
.	134	1	50374	245506	477312	1138081	4262641	11660462
.	135	3	7	16	23	28	34	38
.	135	1	47739	241721	471350	1130120	4259473	11651392
.	136	3	7	16	23	28	34	38
.	136	1	52508	250785	483102	1144579	4286242	11641406
.	137	3	7	16	23	28	34	38
.	137	1	47305	244149	474648	1135208	4279126	11630269
.	138	3	7	16	23	28	34	38
.	138	1	45540	237430	465086	1133391	4283294	11618181
.	139	3	7	16	23	28	34	38
.	139	1	44468	233241	460345	1128057	4275500	11604347
.	140	3	7	16	23	28	34	38
.	140	1	41965	224052	454539	1111334	4258574	11589796
.	141	3	7	16	23	28	34	38
.	141	1	38917	215777	444844	1100121	4248518	11573018
.	142	3	7	16	23	28	34	38
.	142	1	37642	212463	442619	1094714	4257120	11554025
.	143	3	7	16	23	28	34	38
.	143	1	35218	207024	442609	1096533	4286976	11532457
.	144	3	7	16	23	28	34	38
.	144	1	29192	195810	429092	1077827	4278189	11508560
.	145	3	7	16	23	28	34	38
.	145	1	23835	186172	415681	1061924	4283889	11481204
.	146	3	7	16	23	28	34	38
.	146	1	15493	168605	393209	1033662	4258884	11450768
.	147	3	7	16	23	28	34	38
.	147	1	6984	155171	373490	1013724	4259157	11417901
.	148	3	7	16	23	28	34	38
.	148	1	91	144756	368778	1004096	4277831	11385648
.	149	3	16	23	28	34	38
.	149	1	296085	646849	1660375	6264253	11348660
